Approved symbol	Approved name	Ensembl gene ID
RPL7P2	ribosomal protein L7 pseudogene 2	ENSG00000227663
RPL7P3	ribosomal protein L7 pseudogene 3	ENSG00000226094
RPL7P4	ribosomal protein L7 pseudogene 4	ENSG00000230449
RPL7P5	ribosomal protein L7 pseudogene 5	ENSG00000241562
RPL7P6	ribosomal protein L7 pseudogene 6	ENSG00000227525
RPL7P7	ribosomal protein L7 pseudogene 7	ENSG00000224315
RPL7P8	ribosomal protein L7 pseudogene 8	ENSG00000235045
RPL7P9	ribosomal protein L7 pseudogene 9	ENSG00000137970
RPL7P10	ribosomal protein L7 pseudogene 10	ENSG00000229752
RPL7P11	ribosomal protein L7 pseudogene 11	ENSG00000234619
RPL7P12	ribosomal protein L7 pseudogene 12	ENSG00000227770
RPL7P13	ribosomal protein L7 pseudogene 13	ENSG00000234253
RPL7P14	ribosomal protein L7 pseudogene 14	ENSG00000232994
RPL7P15	ribosomal protein L7 pseudogene 15	ENSG00000240622
RPL7P16	ribosomal protein L7 pseudogene 16	ENSG00000242899
RPL7P17	ribosomal protein L7 pseudogene 17	ENSG00000214062
RPL7P18	ribosomal protein L7 pseudogene 18	ENSG00000243806
RPL7P19	ribosomal protein L7 pseudogene 19	ENSG00000241458
RPL7P20	ribosomal protein L7 pseudogene 20	ENSG00000254252
RPL7P21	ribosomal protein L7 pseudogene 21	ENSG00000231579
RPL7P22	ribosomal protein L7 pseudogene 22	ENSG00000226544
RPL7P23	ribosomal protein L7 pseudogene 23	ENSG00000244363
RPL7P24	ribosomal protein L7 pseudogene 24	ENSG00000240003
RPL7P25	ribosomal protein L7 pseudogene 25	ENSG00000216636
RPL7P26	ribosomal protein L7 pseudogene 26	ENSG00000184612
RPL7P27	ribosomal protein L7 pseudogene 27	ENSG00000220069
RPL7P28	ribosomal protein L7 pseudogene 28	ENSG00000218632
RPL7P29	ribosomal protein L7 pseudogene 29	ENSG00000214457
RPL7P30	ribosomal protein L7 pseudogene 30	ENSG00000227982
RPL7P31	ribosomal protein L7 pseudogene 31	ENSG00000235379
RPL7P32	ribosomal protein L7 pseudogene 32	ENSG00000231006
RPL7P33	ribosomal protein L7 pseudogene 33	ENSG00000215236
RPL7P34	ribosomal protein L7 pseudogene 34	ENSG00000237205
RPL7P35	ribosomal protein L7 pseudogene 35	ENSG00000233518
RPL7P36	ribosomal protein L7 pseudogene 36	ENSG00000234109
RPL7P37	ribosomal protein L7 pseudogene 37	ENSG00000226646
RPL7P38	ribosomal protein L7 pseudogene 38	ENSG00000239473
RPL7P39	ribosomal protein L7 pseudogene 39	ENSG00000243020
RPL7P40	ribosomal protein L7 pseudogene 40	ENSG00000242991
RPL7P41	ribosomal protein L7 pseudogene 41	ENSG00000241146
RPL7P42	ribosomal protein L7 pseudogene 42	ENSG00000241825
RPL7P43	ribosomal protein L7 pseudogene 43	ENSG00000241045
RPL7P44	ribosomal protein L7 pseudogene 44	ENSG00000233873
RPL7P45	ribosomal protein L7 pseudogene 45	ENSG00000225823
RPL7P46	ribosomal protein L7 pseudogene 46	ENSG00000229917
RPL7P47	ribosomal protein L7 pseudogene 47	ENSG00000228071
RPL7P48	ribosomal protein L7 pseudogene 48	ENSG00000187504
RPL7P49	ribosomal protein L7 pseudogene 49	ENSG00000242931
RPL7P50	ribosomal protein L7 pseudogene 50	ENSG00000268785
RPL7P51	ribosomal protein L7 pseudogene 51	ENSG00000243469
RPL7P52	ribosomal protein L7 pseudogene 52	ENSG00000228599
RPL7P53	ribosomal protein L7 pseudogene 53	ENSG00000237475
RPL7P54	ribosomal protein L7 pseudogene 54	ENSG00000227645
RPL7P55	ribosomal protein L7 pseudogene 55	ENSG00000228301
RPL7P56	ribosomal protein L7 pseudogene 56	ENSG00000231164
RPL7P57	ribosomal protein L7 pseudogene 57	ENSG00000224401
RPL7P58	ribosomal protein L7 pseudogene 58	ENSG00000216938
RPL7P59	ribosomal protein L7 pseudogene 59	ENSG00000225918
RPL7P60	ribosomal protein L7 pseudogene 60	ENSG00000214142
RPL7P61	ribosomal protein L7 pseudogene 61	ENSG00000230282
RPL8	ribosomal protein L8	ENSG00000161016
RPL8P1	ribosomal protein L8 pseudogene 1	ENSG00000216676
RPL8P2	ribosomal protein L8 pseudogene 2	ENSG00000225267
RPL8P3	ribosomal protein L8 pseudogene 3	ENSG00000240950
RPL8P4	ribosomal protein L8 pseudogene 4	ENSG00000213169
RPL8P5	ribosomal protein L8 pseudogene 5	ENSG00000232926
RPL9	ribosomal protein L9	ENSG00000163682
RPL9P1	symbol withdrawn, see [HGNC:30335](/data/gene-symbol-report/#!/hgnc_id/HGNC:30335)	
RPL9P2	ribosomal protein L9 pseudogene 2	ENSG00000234324
RPL9P3	ribosomal protein L9 pseudogene 3	ENSG00000240392
RPL9P4	ribosomal protein L9 pseudogene 4	
RPL9P5	ribosomal protein L9 pseudogene 5	ENSG00000239510
RPL9P6	ribosomal protein L9 pseudogene 6	ENSG00000241891
RPL9P7	ribosomal protein L9 pseudogene 7	ENSG00000238103
RPL9P8	ribosomal protein L9 pseudogene 8	
RPL9P9	symbol withdrawn, see [HGNC:30334](/data/gene-symbol-report/#!/hgnc_id/HGNC:30334)	
RPL9P10	ribosomal protein L9 pseudogene 10	
RPL9P11	ribosomal protein L9 pseudogene 11	
RPL9P12	ribosomal protein L9 pseudogene 12	
RPL9P13	ribosomal protein L9 pseudogene 13	ENSG00000228374
RPL9P14	ribosomal protein L9 pseudogene 14	ENSG00000185078
RPL9P15	ribosomal protein L9 pseudogene 15	ENSG00000240601
RPL9P16	ribosomal protein L9 pseudogene 16	ENSG00000214676
RPL9P17	ribosomal protein L9 pseudogene 17	
RPL9P18	ribosomal protein L9 pseudogene 18	ENSG00000213309
RPL9P19	ribosomal protein L9 pseudogene 19	
RPL9P20	ribosomal protein L9 pseudogene 20	
RPL9P21	ribosomal protein L9 pseudogene 21	ENSG00000214089
RPL9P22	ribosomal protein L9 pseudogene 22	
RPL9P23	ribosomal protein L9 pseudogene 23	
RPL9P24	ribosomal protein L9 pseudogene 24	
RPL9P25	ribosomal protein L9 pseudogene 25	ENSG00000240821
RPL9P26	ribosomal protein L9 pseudogene 26	
RPL9P27	ribosomal protein L9 pseudogene 27	
RPL9P28	ribosomal protein L9 pseudogene 28	ENSG00000242067
RPL9P29	ribosomal protein L9 pseudogene 29	ENSG00000267355
RPL9P30	ribosomal protein L9 pseudogene 30	ENSG00000240074
RPL9P31	ribosomal protein L9 pseudogene 31	ENSG00000239659
RPL9P32	ribosomal protein L9 pseudogene 32	ENSG00000242100
RPL9P33	ribosomal protein L9 pseudogene 33	ENSG00000244071
RPL10	ribosomal protein L10	ENSG00000147403
RPL10A	ribosomal protein L10a	ENSG00000198755
RPL10AP1	ribosomal protein L10a pseudogene 1	ENSG00000244691
RPL10AP2	ribosomal protein L10a pseudogene 2	ENSG00000188873
RPL10AP3	ribosomal protein L10a pseudogene 3	ENSG00000215264
RPL10AP4	ribosomal protein L10a pseudogene 4	
RPL10AP5	ribosomal protein L10a pseudogene 5	ENSG00000235467
RPL10AP6	ribosomal protein L10a pseudogene 6	ENSG00000226360
RPL10AP7	ribosomal protein L10a pseudogene 7	
RPL10AP8	ribosomal protein L10a pseudogene 8	
RPL10AP9	ribosomal protein L10a pseudogene 9	
RPL10AP10	ribosomal protein L10a pseudogene 10	
RPL10AP11	ribosomal protein L10a pseudogene 11	
RPL10AP12	ribosomal protein L10a pseudogene 12	ENSG00000214259
RPL10AP13	ribosomal protein L10a pseudogene 13	
RPL10L	ribosomal protein L10 like	ENSG00000165496
RPL10P1	ribosomal protein L10 pseudogene 1	ENSG00000217026
RPL10P2	ribosomal protein L10 pseudogene 2	ENSG00000174572
RPL10P3	ribosomal protein L10 pseudogene 3	ENSG00000230734
RPL10P4	ribosomal protein L10 pseudogene 4	ENSG00000238003
RPL10P5	ribosomal protein L10 pseudogene 5	ENSG00000235644
RPL10P6	ribosomal protein L10 pseudogene 6	ENSG00000230076
RPL10P7	ribosomal protein L10 pseudogene 7	ENSG00000242052
RPL10P8	ribosomal protein L10 pseudogene 8	ENSG00000254012
RPL10P9	ribosomal protein L10 pseudogene 9	ENSG00000233913
RPL10P10	ribosomal protein L10 pseudogene 10	ENSG00000216347
RPL10P11	ribosomal protein L10 pseudogene 11	ENSG00000230853
RPL10P12	ribosomal protein L10 pseudogene 12	ENSG00000234040
RPL10P13	ribosomal protein L10 pseudogene 13	ENSG00000258245
RPL10P14	ribosomal protein L10 pseudogene 14	ENSG00000260031
RPL10P15	ribosomal protein L10 pseudogene 15	ENSG00000267119
RPL10P16	ribosomal protein L10 pseudogene 16	ENSG00000178464
RPL10P17	ribosomal protein L10 pseudogene 17	ENSG00000225196
RPL10P18	ribosomal protein L10 pseudogene 18	ENSG00000253995
RPL10P19	ribosomal protein L10 pseudogene 19	ENSG00000233609
RPL11	ribosomal protein L11	ENSG00000142676
RPL11P1	ribosomal protein L11 pseudogene 1	ENSG00000227394
RPL11P2	ribosomal protein L11 pseudogene 2	
RPL11P3	ribosomal protein L11 pseudogene 3	ENSG00000213613
RPL11P4	ribosomal protein L11 pseudogene 4	ENSG00000184111
RPL11P5	ribosomal protein L11 pseudogene 5	ENSG00000242137
RPL12	ribosomal protein L12	ENSG00000197958
RPL12P1	ribosomal protein L12 pseudogene 1	ENSG00000204194
RPL12P2	ribosomal protein L12 pseudogene 2	ENSG00000216412
RPL12P3	ribosomal protein L12 pseudogene 3	ENSG00000233106
RPL12P4	ribosomal protein L12 pseudogene 4	ENSG00000185834
RPL12P5	ribosomal protein L12 pseudogene 5	ENSG00000243855
RPL12P6	ribosomal protein L12 pseudogene 6	ENSG00000243824
RPL12P7	ribosomal protein L12 pseudogene 7	ENSG00000242941
RPL12P8	ribosomal protein L12 pseudogene 8	ENSG00000219932
RPL12P9	ribosomal protein L12 pseudogene 9	ENSG00000232687
RPL12P10	ribosomal protein L12 pseudogene 10	ENSG00000226279
RPL12P11	ribosomal protein L12 pseudogene 11	ENSG00000232493
RPL12P12	ribosomal protein L12 pseudogene 12	ENSG00000236992
RPL12P13	ribosomal protein L12 pseudogene 13	ENSG00000172746
RPL12P14	ribosomal protein L12 pseudogene 14	ENSG00000224321
RPL12P15	ribosomal protein L12 pseudogene 15	ENSG00000230993
RPL12P16	ribosomal protein L12 pseudogene 16	ENSG00000204196
RPL12P17	ribosomal protein L12 pseudogene 17	ENSG00000224839
RPL12P18	ribosomal protein L12 pseudogene 18	ENSG00000213400
RPL12P19	ribosomal protein L12 pseudogene 19	ENSG00000226972
RPL12P20	ribosomal protein L12 pseudogene 20	ENSG00000239627
RPL12P21	ribosomal protein L12 pseudogene 21	ENSG00000242683
RPL12P22	ribosomal protein L12 pseudogene 22	ENSG00000253109
RPL12P23	ribosomal protein L12 pseudogene 23	ENSG00000218716
RPL12P24	ribosomal protein L12 pseudogene 24	ENSG00000243601
RPL12P25	ribosomal protein L12 pseudogene 25	ENSG00000235330
RPL12P26	ribosomal protein L12 pseudogene 26	ENSG00000236171
RPL12P27	ribosomal protein L12 pseudogene 27	ENSG00000237169
RPL12P28	ribosomal protein L12 pseudogene 28	ENSG00000240180
RPL12P29	ribosomal protein L12 pseudogene 29	ENSG00000233189
RPL12P30	ribosomal protein L12 pseudogene 30	ENSG00000242353
RPL12P31	ribosomal protein L12 pseudogene 31	ENSG00000241228
RPL12P32	ribosomal protein L12 pseudogene 32	ENSG00000242314
RPL12P33	ribosomal protein L12 pseudogene 33	ENSG00000244585
RPL12P34	ribosomal protein L12 pseudogene 34	ENSG00000229824
RPL12P35	ribosomal protein L12 pseudogene 35	ENSG00000243007
RPL12P36	ribosomal protein L12 pseudogene 36	ENSG00000242423
RPL12P37	ribosomal protein L12 pseudogene 37	ENSG00000240270
RPL12P38	ribosomal protein L12 pseudogene 38	ENSG00000213228
RPL12P39	ribosomal protein L12 pseudogene 39	ENSG00000237314
RPL12P40	ribosomal protein L12 pseudogene 40	ENSG00000243516
RPL12P41	ribosomal protein L12 pseudogene 41	ENSG00000269637
RPL12P42	ribosomal protein L12 pseudogene 42	ENSG00000213253
RPL12P43	ribosomal protein L12 pseudogene 43	ENSG00000234524
RPL12P44	ribosomal protein L12 pseudogene 44	ENSG00000227123
RPL12P45	ribosomal protein L12 pseudogene 45	ENSG00000233940
RPL12P46	ribosomal protein L12 pseudogene 46	ENSG00000255903
RPL12P47	ribosomal protein L12 pseudogene 47	ENSG00000219222
RPL12P48	ribosomal protein L12 pseudogene 48	ENSG00000270865
RPL12P49	ribosomal protein L12 pseudogene 49	ENSG00000230180
RPL12P50	ribosomal protein L12 pseudogene 50	ENSG00000270916
RPL13	ribosomal protein L13	ENSG00000167526
RPL13A	ribosomal protein L13a	ENSG00000142541
RPL13AP	ribosomal protein L13a pseudogene	ENSG00000231301
RPL13AP2	ribosomal protein L13a pseudogene 2	ENSG00000244053
RPL13AP3	ribosomal protein L13a pseudogene 3	ENSG00000177350
RPL13AP5	ribosomal protein L13a pseudogene 5	ENSG00000236552
RPL13AP6	ribosomal protein L13a pseudogene 6	ENSG00000234118
RPL13AP7	ribosomal protein L13a pseudogene 7	ENSG00000213885
RPL13AP8	ribosomal protein L13a pseudogene 8	ENSG00000226945
RPL13AP9	ribosomal protein L13a pseudogene 9	ENSG00000213703
RPL13AP10	ribosomal protein L13a pseudogene 10	ENSG00000270780
RPL13AP11	ribosomal protein L13a pseudogene 11	ENSG00000229657
RPL13AP12	ribosomal protein L13a pseudogene 12	ENSG00000236047
RPL13AP13	ribosomal protein L13a pseudogene 13	ENSG00000213940
RPL13AP14	ribosomal protein L13a pseudogene 14	ENSG00000242858
RPL13AP15	ribosomal protein L13a pseudogene 15	ENSG00000216316
RPL13AP16	ribosomal protein L13a pseudogene 16	ENSG00000226624
RPL13AP17	ribosomal protein L13a pseudogene 17	ENSG00000231322
RPL13AP18	ribosomal protein L13a pseudogene 18	ENSG00000241746
RPL13AP19	ribosomal protein L13a pseudogene 19	ENSG00000228754
RPL13AP20	ribosomal protein L13a pseudogene 20	ENSG00000234498
RPL13AP21	ribosomal protein L13a pseudogene 21	ENSG00000239397
RPL13AP22	ribosomal protein L13a pseudogene 22	ENSG00000243517
RPL13AP23	ribosomal protein L13a pseudogene 23	ENSG00000242990
RPL13AP24	ribosomal protein L13a pseudogene 24	ENSG00000234589
RPL13AP25	ribosomal protein L13a pseudogene 25	ENSG00000136149
RPL13AP26	ribosomal protein L13a pseudogene 26	ENSG00000250318
RPL13AP27	ribosomal protein L13a pseudogene 27	ENSG00000226621
RPL13P	ribosomal protein L13 pseudogene	ENSG00000213916
RPL13P2	ribosomal protein L13 pseudogene 2	ENSG00000213820
RPL13P3	symbol withdrawn, see [HGNC:16342](/data/gene-symbol-report/#!/hgnc_id/HGNC:16342)	
RPL13P4	ribosomal protein L13 pseudogene 4	ENSG00000241890
RPL13P5	ribosomal protein L13 pseudogene 5	
RPL13P6	ribosomal protein L13 pseudogene 6	ENSG00000213176
RPL13P7	ribosomal protein L13 pseudogene 7	
RPL13P8	ribosomal protein L13 pseudogene 8	ENSG00000241634
RPL13P9	ribosomal protein L13 pseudogene 9	
RPL13P10	ribosomal protein L13 pseudogene 10	
RPL13P11	ribosomal protein L13 pseudogene 11	
RPL13P12	ribosomal protein L13 pseudogene 12	ENSG00000215030
RPL13P13	ribosomal protein L13 pseudogene 13	
RPL13P14	ribosomal protein L13 pseudogene 14	ENSG00000235922
RPL14	ribosomal protein L14	ENSG00000188846
RPL14P1	ribosomal protein L14 pseudogene 1	ENSG00000139239
RPL14P2	ribosomal protein L14 pseudogene 2	ENSG00000225662
RPL14P3	ribosomal protein L14 pseudogene 3	ENSG00000241923
RPL14P4	ribosomal protein L14 pseudogene 4	
RPL14P5	ribosomal protein L14 pseudogene 5	ENSG00000225661
RPL14P6	RPL14 pseudogene 6	ENSG00000185631
RPL15	ribosomal protein L15	ENSG00000174748
RPL15P1	ribosomal protein L15 pseudogene 1	ENSG00000227343
RPL15P2	ribosomal protein L15 pseudogene 2	ENSG00000240914
RPL15P3	ribosomal protein L15 pseudogene 3	ENSG00000212802
RPL15P4	ribosomal protein L15 pseudogene 4	ENSG00000225499
RPL15P5	ribosomal protein L15 pseudogene 5	ENSG00000233045
RPL15P6	ribosomal protein L15 pseudogene 6	ENSG00000241723
RPL15P7	ribosomal protein L15 pseudogene 7	ENSG00000242262
RPL15P8	ribosomal protein L15 pseudogene 8	ENSG00000241651
RPL15P9	ribosomal protein L15 pseudogene 9	ENSG00000216917
RPL15P11	ribosomal protein L15 pseudogene 11	ENSG00000223718
RPL15P12	ribosomal protein L15 pseudogene 12	ENSG00000243402
RPL15P13	ribosomal protein L15 pseudogene 13	ENSG00000226428
RPL15P14	ribosomal protein L15 pseudogene 14	ENSG00000226701
RPL15P15	ribosomal protein L15 pseudogene 15	ENSG00000244259
RPL15P16	ribosomal protein L15 pseudogene 16	ENSG00000234751
RPL15P17	ribosomal protein L15 pseudogene 17	ENSG00000243830
RPL15P18	ribosomal protein L15 pseudogene 18	ENSG00000228501
RPL15P19	RPL15 pseudogene 19	ENSG00000259545
RPL15P20	ribosomal protein L15 pseudogene 20	ENSG00000215003
RPL15P21	ribosomal protein L15 pseudogene 21	ENSG00000244753
RPL15P22	ribosomal protein L15 pseudogene 22	ENSG00000231369
RPL17	ribosomal protein L17	ENSG00000265681
RPL17-C18orf32	RPL17-C18orf32 readthrough	ENSG00000215472
RPL17L1	ribosomal protein L17-like 1, G1-phase expressed	
RPL17P	symbol withdrawn, see [HGNC:10367](/data/gene-symbol-report/#!/hgnc_id/HGNC:10367)	
RPL17P1	ribosomal protein L17 pseudogene 1	ENSG00000229500
RPL17P2	ribosomal protein L17 pseudogene 2	ENSG00000242135
RPL17P3	ribosomal protein L17 pseudogene 3	ENSG00000271705
RPL17P4	ribosomal protein L17 pseudogene 4	ENSG00000240624
RPL17P5	ribosomal protein L17 pseudogene 5	ENSG00000230721
RPL17P6	ribosomal protein L17 pseudogene 6	ENSG00000226084
RPL17P7	ribosomal protein L17 pseudogene 7	ENSG00000244716
RPL17P8	ribosomal protein L17 pseudogene 8	ENSG00000213041
RPL17P9	ribosomal protein L17 pseudogene 9	ENSG00000223583
RPL17P10	ribosomal protein L17 pseudogene 10	ENSG00000224672
RPL17P11	ribosomal protein L17 pseudogene 11	ENSG00000233445
RPL17P12	ribosomal protein L17 pseudogene 12	ENSG00000230559
RPL17P13	ribosomal protein L17 pseudogene 13	ENSG00000223604
RPL17P14	ribosomal protein L17 pseudogene 14	ENSG00000226297
RPL17P15	ribosomal protein L17 pseudogene 15	ENSG00000229326
RPL17P16	ribosomal protein L17 pseudogene 16	ENSG00000236768
RPL17P17	ribosomal protein L17 pseudogene 17	ENSG00000223409
RPL17P18	ribosomal protein L17 pseudogene 18	ENSG00000234742
RPL17P19	ribosomal protein L17 pseudogene 19	ENSG00000241261
RPL17P20	ribosomal protein L17 pseudogene 20	ENSG00000241250
RPL17P21	ribosomal protein L17 pseudogene 21	ENSG00000241809
RPL17P22	ribosomal protein L17 pseudogene 22	ENSG00000243592
RPL17P23	ribosomal protein L17 pseudogene 23	ENSG00000220694
RPL17P24	ribosomal protein L17 pseudogene 24	ENSG00000237593
RPL17P25	ribosomal protein L17 pseudogene 25	ENSG00000219547
RPL17P26	ribosomal protein L17 pseudogene 26	ENSG00000216854
RPL17P27	ribosomal protein L17 pseudogene 27	ENSG00000243099
RPL17P28	ribosomal protein L17 pseudogene 28	ENSG00000229677
RPL17P29	ribosomal protein L17 pseudogene 29	ENSG00000231965
RPL17P30	ribosomal protein L17 pseudogene 30	ENSG00000244235
RPL17P31	ribosomal protein L17 pseudogene 31	ENSG00000241961
RPL17P32	ribosomal protein L17 pseudogene 32	
RPL17P33	ribosomal protein L17 pseudogene 33	ENSG00000243844
RPL17P34	ribosomal protein L17 pseudogene 34	ENSG00000213432
RPL17P35	ribosomal protein L17 pseudogene 35	ENSG00000233900
RPL17P36	ribosomal protein L17 pseudogene 36	ENSG00000236058
RPL17P37	ribosomal protein L17 pseudogene 37	ENSG00000241590
RPL17P38	ribosomal protein L17 pseudogene 38	ENSG00000240441
RPL17P39	ribosomal protein L17 pseudogene 39	ENSG00000212664
RPL17P40	ribosomal protein L17 pseudogene 40	ENSG00000241067
RPL17P41	ribosomal protein L17 pseudogene 41	ENSG00000213179
RPL17P42	ribosomal protein L17 pseudogene 42	
RPL17P43	ribosomal protein L17 pseudogene 43	ENSG00000228331
RPL17P44	ribosomal protein L17 pseudogene 44	ENSG00000241088
RPL17P45	ribosomal protein L17 pseudogene 45	ENSG00000267664
RPL17P46	ribosomal protein L17 pseudogene 46	ENSG00000239689
RPL17P47	ribosomal protein L17 pseudogene 47	ENSG00000242615
RPL17P48	ribosomal protein L17 pseudogene 48	ENSG00000235018
RPL17P49	ribosomal protein L17 pseudogene 49	ENSG00000231211
RPL17P50	ribosomal protein L17 pseudogene 50	ENSG00000213700
RPL17P51	ribosomal protein L17 pseudogene 51	ENSG00000271429
RPL17P52	ibosomal protein L17 pseudogene 52	ENSG00000236132
RPL18	ribosomal protein L18	ENSG00000063177
RPL18A	ribosomal protein L18a	ENSG00000105640
RPL18AP1	ribosomal protein L18a pseudogene 1	
RPL18AP2	ribosomal protein L18a pseudogene 2	ENSG00000225043
RPL18AP3	ribosomal protein L18a pseudogene 3	ENSG00000213442
RPL18AP4	ribosomal protein L18a pseudogene 4	
RPL18AP5	ribosomal protein L18a pseudogene 5	
RPL18AP6	ribosomal protein L18a pseudogene 6	
RPL18AP7	ribosomal protein L18a pseudogene 7	ENSG00000232439
RPL18AP8	ribosomal protein L18a pseudogene 8	ENSG00000218754
RPL18AP9	ribosomal protein L18a pseudogene 9	ENSG00000223916
RPL18AP10	ribosomal protein L18a pseudogene 10	
RPL18AP11	ribosomal protein L18a pseudogene 11	
RPL18AP12	ribosomal protein L18a pseudogene 12	
RPL18AP13	ribosomal protein L18a pseudogene 13	ENSG00000213304
RPL18AP14	ribosomal protein L18a pseudogene 14	ENSG00000223733
RPL18AP15	ribosomal protein L18a pseudogene 15	ENSG00000236189
RPL18AP16	ribosomal protein L18a pseudogene 16	ENSG00000237793
RPL18AP17	ribosomal protein L18a pseudogene 17	ENSG00000227952
RPL18P1	ribosomal protein L18 pseudogene 1	ENSG00000242417
RPL18P2	ribosomal protein L18 pseudogene 2	
RPL18P3	ribosomal protein L18 pseudogene 3	
RPL18P4	ribosomal protein L18 pseudogene 4	
RPL18P5	ribosomal protein L18 pseudogene 5	
RPL18P6	ribosomal protein L18 pseudogene 6	
RPL18P7	ribosomal protein L18 pseudogene 7	
RPL18P8	ribosomal protein L18 pseudogene 8	
RPL18P9	ribosomal protein L18 pseudogene 9	
RPL18P10	ribosomal protein L18 pseudogene 10	ENSG00000214359
RPL18P11	ribosomal protein L18 pseudogene 11	ENSG00000213307
RPL18P12	ribosomal protein L18 pseudogene 12	
RPL18P13	ribosomal protein L18 pseudogene 13	ENSG00000244485
RPL19	ribosomal protein L19	ENSG00000108298
RPL19P1	ribosomal protein L19 pseudogene 1	ENSG00000226217
RPL19P2	ribosomal protein L19 pseudogene 2	ENSG00000229863
RPL19P3	ribosomal protein L19 pseudogene 3	
RPL19P4	ribosomal protein L19 pseudogene 4	ENSG00000226915
RPL19P5	ribosomal protein L19 pseudogene 5	ENSG00000230580
RPL19P6	ribosomal protein L19 pseudogene 6	ENSG00000233597
RPL19P7	ribosomal protein L19 pseudogene 7	ENSG00000240827
RPL19P8	ribosomal protein L19 pseudogene 8	
RPL19P9	ribosomal protein L19 pseudogene 9	
RPL19P10	ribosomal protein L19 pseudogene 10	
RPL19P11	ribosomal protein L19 pseudogene 11	ENSG00000241668
RPL19P12	ribosomal protein L19 pseudogene 12	
RPL19P13	ribosomal protein L19 pseudogene 13	ENSG00000239315
RPL19P14	ribosomal protein L19 pseudogene 14	ENSG00000240870
RPL19P15	ribosomal protein L19 pseudogene 15	
RPL19P16	ribosomal protein L19 pseudogene 16	ENSG00000236762
RPL19P17	ribosomal protein L19 pseudogene 17	
RPL19P18	ribosomal protein L19 pseudogene 18	ENSG00000241654
RPL19P19	ribosomal protein L19 pseudogene 19	
RPL19P20	ribosomal protein L19 pseudogene 20	ENSG00000229168
RPL19P21	ribosomal protein L19 pseudogene 21	ENSG00000230508
RPL21	ribosomal protein L21	ENSG00000122026
RPL21P1	ribosomal protein L21 pseudogene 1	ENSG00000214760
RPL21P2	ribosomal protein L21 pseudogene 2	ENSG00000215063
RPL21P3	ribosomal protein L21 pseudogene 3	ENSG00000225419
RPL21P4	ribosomal protein L21 pseudogene 4	ENSG00000240828
RPL21P5	ribosomal protein L21 pseudogene 5	ENSG00000258640
RPL21P6	ribosomal protein L21 pseudogene 6	ENSG00000239199
RPL21P7	ribosomal protein L21 pseudogene 7	ENSG00000258613
